Formula,Dosef,Hform,Natoms,Mass,Energy,Smax,Fmax,Volume,Gap_wo_soc,Bandgap
Y2F2O2,0,-3.923,6,247.806,-46.342,0.001,0.006,428.731,5.176,5.173
In2S2,0,-0.552,4,293.756,-15.89,0,0,268.312,1.605,1.604
Ga2Sn2Te2,0,-0.184,6,632.066,-21.435,0,0.003,630.832,0,0.191
Ge4S4Sb4,0,-0.177,12,905.8,-54.12,0,0.008,1864.236,1.861,1.752
Ir2I2Te2,0,-0.212,6,893.443,-29.191,0,0.006,909.435,1.156,0.956
K2Mn2P2,3.842,-0.391,6,250.02,-34.95,0,0.004,271.933,0,0
K4As4O8,0,-1.556,16,584.072,-89.422,0,0.01,1445.729,4.171,4.167
Au2Cl2S4,0,-0.094,8,593.073,-26.896,0,0.01,718.924,1.368,1.193
Ni2Cl2S4,1.439,-0.262,8,316.527,-36.471,0,0.004,342.959,0,0
Ag2Cl2,0,-0.41,4,286.636,-10.891,0,0.005,473.775,2.527,2.506
K4O8Sb4,0,-1.564,16,771.425,-88.514,0,0.01,1528.666,3.588,3.569
Na2H4N2O6,0,-0.978,14,174.02,-77.059,0,0.008,805.701,2.794,2.794
Hg4Rb2Cl6O6S2,0,-1.123,20,1346.118,-77.435,0,0.01,1682.797,3.326,3.315
V2H4O10S2,0,-1.456,18,330.025,-115.959,0,0.008,1360.711,1.18,1.179
CoLiP2Se6,0,-0.359,10,601.647,-45.338,0,0.005,1108.75,0.893,0.833
HfPdCl6,0,-1.293,8,497.61,-32.379,0,0.009,636.543,0.822,0.805
CuVP2Se6,0,-0.274,10,650.261,-46.561,0,0.009,1164.75,0.361,0.335
Ag2Hg2Cl2Se2,0,-0.352,8,845.762,-20.801,0,0.008,1311.128,1.358,1.348
InNaAs2Se6,0,-0.306,10,761.477,-37.351,0,0.01,1525.466,1.405,1.336
Al2Ga2Se6,0,-0.713,10,667.235,-41.311,0,0.01,890.698,2.046,1.97
Cr2As2Se6,0,-0.315,10,727.661,-52.193,0,0.009,669.736,0.362,0.338
As2Se6Si2,0,-0.276,10,679.839,-43.78,0,0.008,825.129,1.805,1.79
K2C2O6,0,-1.473,10,198.213,-66.353,0,0.007,856.271,0.987,0.987
In2Se6Si2,0,-0.502,10,759.632,-42.236,0,0.007,1263.491,1.418,1.41
Ga2Ge2Te6,0,-0.132,10,1050.306,-35.385,0,0.004,1441.675,0.58,0.338
Ga2Si2Te6,0,-0.153,10,961.216,-37.36,0,0.002,1408.83,0.583,0.317
Mn2Ta2Te6,5.53,-0.243,10,1237.372,-60.723,0,0.007,1241.634,0,0
Ni2O6Se2,0,-0.737,10,371.323,-59.572,0,0.008,827.486,0.325,0.31
Pd2O6Te2,0,-0.764,10,564.034,-52.431,0,0.003,899.624,1.046,1.001
Ag2Hg2I2S2,0,-0.213,8,934.849,-20.266,0,0.004,1292.328,1.209,1.1
Na6H2O8S2,0,-1.557,18,332.067,-91.662,0,0.008,1447.799,3.857,3.857
Hf2Sn2Se8,0,-0.804,12,1226.168,-60.637,0,0.008,1578.249,0.985,0.946
Ir2Ta2S8,0,-0.84,12,1002.81,-80.883,0,0.01,1345.582,0.515,0.492
Sc2P2Se8,0,-0.746,12,783.627,-56.868,0,0.008,1567.212,1.182,1.171
V2W2Se8,2.562,-0.627,12,1101.331,-75.404,0,0.006,703.62,0,0
GaKI4O12,0,-0.526,18,808.427,-80.999,0,0.005,1424.79,3.023,2.984
K2B2H8O8,0,-1.564,20,235.873,-114.727,0,0.007,1430.488,4.387,4.387
Pb2Cl2P2S6,0,-0.453,12,739.608,-51.717,0,0.005,1526.922,2.585,2.103
Nb2Pt2S10,3.006,-0.597,14,896.581,-82.504,0,0.007,1589.41,0,0
Pt2Ta2Se10,2.804,-0.564,14,1541.774,-75.061,0,0.009,1752.639,0,0
Li2Nb2I12,0,-0.628,16,1722.546,-52.227,0,0.009,2252.305,0.876,0.584
Ag2Cd2Cl2Te2,0,-0.476,8,766.664,-21.319,0,0.01,1370.212,1.291,1.293
Au4Br4H4S4,0,-0.186,16,1239.754,-51.44,0,0.01,1800.274,1.108,1.083
CdBrHO,0,-0.968,4,209.325,-14.831,0,0.003,417.953,1.82,1.645
Rb2C2H2O6,0,-1.533,12,292.968,-76.046,0,0.007,880.025,4.386,4.385
Ba4Cl4S8Sb4,0,-1.335,20,1434.628,-91.393,0,0.01,1817.215,2.152,2.08
Sr4F4S8Sb4,0,-1.818,20,1169.994,-99.651,0.001,0.01,1381.957,1.56,1.526
Pb2F2O6P2,0,-2.135,12,610.338,-77.787,0,0.004,967.189,4.223,3.728
As2C2Ge2H6S6,0,-0.143,18,517.533,-83.791,0,0.009,1639.834,1.729,1.726
C2Ge2H6S6Sb2,0,-0.133,18,611.21,-83.093,0,0.005,1781.62,1.55,1.549
AlCdInS4,0,-0.718,7,382.454,-28.77,0,0.006,514.966,0.924,0.906
CdGaInSe4,0.113,-0.541,7,612.839,-24.31,0,0.007,572.292,0,0.038
Y2Te3,0,-1.396,5,560.612,-25.976,0,0.005,370.78,1.232,0.912
Mg2W2O12Se2,0,-1.857,18,766.22,-128.085,0,0.009,970.098,3.564,3.505
Cs2Ru2Cl10N2O2,0,-0.894,18,882.463,-81.48,0,0.009,1852.703,0.524,0.51
Bi4S6,0,-0.296,10,1028.282,-46.125,0,0.005,842.503,1.522,0.889
Be4Te4,0,-0.271,8,546.449,-29.797,0,0.01,552.848,2.167,1.816
Cu3Cl3,0,-0.451,6,296.988,-19.088,0.001,0.009,379.648,1.465,1.449
Cu4I4,0,-0.135,8,761.802,-21.698,0.001,0.01,594.917,1.657,1.566
Na6I6,0,-1.264,12,899.365,-31.886,0,0.007,891.916,3.824,3.451
Ca2I4,0,-1.595,6,587.774,-19.508,0,0.004,665.862,3.689,3.45
Fe3Se6,0,-0.292,9,641.361,-50.652,0,0.007,512.536,0.317,0.312
Mn2Te4,2.625,-0.162,6,620.276,-33.224,0,0.008,414.964,0,0
Au4S2,0,-0.02,6,851.986,-20.798,0,0,597.391,1.03,0.659
Cu4Se2,0,-0.042,6,412.126,-21.922,0.001,0.006,419.65,0.105,0.1
Hf2Br4S4,0,-1.192,10,804.836,-49.587,0,0.009,782.493,1.805,1.786
Sc2Br4Se4,0,-1.167,10,725.412,-41.261,0,0.008,876.508,1.283,1.277
V2Cl4S4,0,-0.84,10,371.923,-48.904,0,0.008,633.398,0.99,0.989
Zr2I4S4,0,-1.001,10,818.306,-47.046,0,0.009,876.989,1.51,1.386
Bi2Cl6,0,-0.956,8,630.661,-27.705,0,0.008,928.418,2.896,2.184
K6P2,0.575,-0.143,8,296.537,-19.187,0,0.007,980.347,0,0.004
Ag2Na2Te2,0,-0.504,6,516.916,-17.729,0,0.008,399.354,0.926,0.686
Cd2Br2Cl2,0,-0.981,6,455.536,-14.479,0,0.007,621.279,3.003,2.977
Co2Br2I2,0,-0.217,6,531.483,-23.884,0,0.007,547.826,0.117,0.083
Pd2Br2F2,0,-0.799,6,410.645,-18.778,0.001,0.008,473.054,0.729,0.714
In2Cl2I2,0,-0.774,6,554.345,-16.7,0,0.008,776.229,2.612,2.473
Y2Cl2S2,0,-2.157,6,312.832,-34.052,0,0.006,501.001,3.769,3.759
Cu2F2I2,3.735,-0.843,6,418.898,-18.543,0.002,0.01,329.274,0,0
In2F2Se2,0,-1.426,6,425.575,-24.22,0.001,0.009,454.161,2.266,2.237
Pd2S2Se2,2.724,-0.229,6,434.902,-24.134,0,0.009,386.286,0,0
Ag2Mg2Br6,0,-1.047,10,743.77,-28.896,0,0.008,775.458,3.058,2.989
Ag2Sr2I6,0,-1.134,10,1152.403,-29.24,0,0.006,1096.523,2.959,2.677
Cd2Cu2Br6,0,-0.657,10,831.344,-25.285,0,0.009,774.893,1.581,1.57
Cu2Mg2Br6,0,-1.023,10,655.126,-30.326,0,0.005,724.376,2.505,2.476
Li2Mg2Cl6,0,-1.832,10,275.19,-36.048,0,0.007,665.244,5.756,5.719
Nb2PdS6,1.344,-0.864,9,484.593,-56.721,0,0.007,1011.224,0,0
Mo2O6,0,-2.003,8,287.894,-69.176,0,0.009,523.471,2.07,2.067
Ti2Cl4,0,-1.544,6,237.534,-29.784,0,0.008,349.407,0.325,0.325
V4O10,0,-2.277,14,363.756,-117.223,0,0.01,1385.317,2.063,2.062
Zr2Br2,0.256,-1.039,4,342.256,-22.13,0,0.008,390.416,0,0
Hf2Cl2N2,0,-1.861,6,455.894,-46.453,0,0.001,406.241,2.361,2.33
MnRe2O8,0,-1.73,11,555.344,-93.057,0,0.009,1045.546,1.579,1.565
Nb6Ge2Te12,15.155,-0.487,20,2233.898,-119.196,0,0.008,2563.948,0,0
Ni4Ta2Te6,2.374,-0.382,12,1362.269,-72.441,0,0.01,1352.628,0,0
Pd6Ta4Te10,1.48,-0.45,20,2638.312,-103.237,0,0.009,2405.067,0,0.001
Pt4Tl2S6,0,-0.459,12,1381.456,-60.392,0,0.007,1527.299,1.617,1.253
Sc2O13Te5,0,-1.694,20,935.899,-125.836,0,0.01,2002.133,3.211,3.167
Ta3I7Te,0,-0.465,11,1558.775,-48.117,0,0.009,1734.688,0.666,0.643
Cr2S2Se2,1.892,-0.493,6,326.054,-36.899,0,0.008,336.276,0,0
Ag2Cr2P4S12,0,-0.363,20,828.344,-102.151,0,0.009,2151.614,1.01,0.997
BiCuP2Se6,0,-0.182,10,808.3,-41.8,0,0.01,1280.829,1.236,1.009
K2C2H2O6,0,-1.542,12,200.229,-76.773,0,0.008,800.044,4.463,4.463
Mn2H4O8S2,0,-1.178,16,306.02,-100.732,0,0.004,1021.085,2.129,2.112
Fe3GeTe2,3.047,-0.127,6,495.365,-38.81,0.001,0.005,288.113,0,0
Ta3Te6,3.342,-0.37,9,1308.444,-52.012,0,0.01,1186.458,0,0
Cr2Cl4,0,-0.986,6,245.792,-31.873,0,0.008,445.018,0.764,0.758
Cu2Te2,1.253,-0.002,4,382.292,-13.77,0,0,267.538,0,0
Fe2Se2,2.006,-0.202,4,269.632,-25.856,0,0,220.763,0,0
GeSe,0,-0.19,2,151.601,-8.379,0,0.003,191.429,2.293,2.218
CdBr2,0,-0.883,3,272.222,-6.746,0,0,332.838,3.06,2.925
Bi2Hf,0.931,-0.07,3,596.451,-17.064,0,0,177.377,0,0
MnBr2,0,-0.75,3,214.746,-15.136,0,0,308.716,1.874,1.775
MnS2,0.168,-0.567,3,119.058,-19.573,0,0,172.756,0.025,0
NbSe2,2.221,-0.845,3,250.848,-19.828,0,0,192.776,0,0
NiI2,0.113,-0.13,3,312.502,-10.593,0,0,245.603,0.423,0.106
Os2Te4,0,0,6,890.86,-35.201,0,0,427.714,0.785,0.713
SnS2,0,-0.402,3,182.83,-13.417,0,0,212.409,1.589,1.587
TaS2,1.448,-1.067,3,245.068,-21.175,0,0,178.83,0,0
VSe2,0,-0.708,3,208.883,-17.614,0,0,176.166,0.247,0.248
ZrSe2,0,-1.367,3,249.166,-18.47,0,0,226.363,0.502,0.337
Ag2ReCl6,0,-0.567,9,614.643,-33.154,0,0,714.234,0.814,0.778
Cu2Cl6,0,-0.31,8,339.792,-20.542,0,0,572.766,0.446,0.426
In2Cl6,0,-1.139,8,442.336,-25.348,0,0,670.726,3.769,3.761
Ru2Br6,9.67,-0.308,8,681.564,-30.896,0,0,654.306,0,0
Sc2Br6,0,-1.779,8,569.336,-33.061,0,0,728.759,3.164,2.975
Cr3WSe8,0,-0.504,12,971.596,-73.617,0,0,665.05,0.757,0.677
Al2Cl2O2,0,-2.354,6,156.861,-35.418,0,0,248.961,5.73,5.729
AsISe,0,-0.16,3,280.797,-10.104,0,0,261.388,1.33,1.151
BiClS,0,-0.658,3,276.49,-12.511,0,0,279.497,1.78,1.002
Cr2Br2Se2,0,-0.7,6,421.742,-33.149,0,0,390.179,0.262,0.179
HfBrI,0,-0.887,3,385.298,-13.23,0,0,209.631,0.843,0.713
In2Br2Se2,0,-0.657,6,547.386,-19.604,0,0,476.316,1.235,1.23
Ni2Br2O2,3.525,-0.516,6,309.193,-31.011,0,0,262.519,0,0
BrSSb,0,-0.415,3,233.724,-11.315,0,0,268.656,1.364,1.217
In2Cl2O2,0,-1.42,6,332.534,-27.866,0,0,315.375,2.608,2.607
Rh2Cl2Se2,1.164,-0.579,6,434.653,-28.304,0,0,382.161,0,0
ISbTe,0,-0.25,3,376.264,-9.84,0,0,314.896,1.172,0.838
NbSeTe,3.034,-0.627,3,299.477,-18.896,0,0,216.309,0,0
TaSTe,2.38,-0.67,3,340.608,-19.109,0,0,211.487,0,0
VSeTe,1.244,-0.5,3,257.512,-16.71,0,0,206.655,0,0
Au2Br2Te4,0,-0.11,8,1064.141,-23.131,0,0,907.674,1.187,1.013
Cu2I2Se4,0,-0.143,8,696.785,-25.386,0,0,734.008,0.865,0.791
Cr2Mo2Te8,0,-0.19,12,1316.692,-69.139,0,0,795.291,0.647,0.556
HfNiCl6,0,-1.395,8,449.883,-36.627,0,0,605.656,1.658,1.62
Cl2Ge2O3,0,-1.329,7,264.157,-37.28,0,0.007,384.871,3.009,3.006
Al2S2,0,-0.886,4,118.083,-19.175,0,0,219.553,2.087,2.085
Bi3S7Sb3Se2,0,-0.311,15,1374.583,-67.413,0,0.007,913.264,0.742,0.298
Mn5Br2Cl3O6,0,-1.242,16,636.842,-107.733,0,0.01,815.545,0.179,0.169
Bi2S2Se,0,-0.376,5,561.052,-22.87,0,0.006,315.153,1.001,0.389
HfZr2I2S3,1.703,-1.294,8,710.927,-47.859,0,0.01,589.861,0,0
Co3Se4,5.074,-0.229,7,492.684,-40.224,0,0.003,420.051,0,0
Cr2BrIS2,0,-0.677,6,374.921,-34.097,0,0.006,419.24,0.89,0.841
CdIn2F8,0,-2.464,11,494.037,-46.25,0.002,0.009,700.986,3.985,3.977
Ni3PdS3Se5,0,-0.244,12,773.535,-58.14,0,0.007,757.438,0.384,0.274
Ti4Br4N3O,3.878,-1.63,12,569.104,-82.837,0.001,0.009,553.902,0,0
PdPt3O8,0,-0.524,12,819.664,-70.168,0,0.01,576.202,1.136,1.064
Zr2BrISe2,2.549,-1.326,6,547.198,-32.789,0,0.01,423.059,0,0
Cd2Br2S2,0,-0.578,6,448.756,-16.646,0,0.01,361.078,1.878,1.874
CrClTe,0,-0.654,3,215.046,-16.361,0,0.007,212.932,0.668,0.65
Ir2NiPdSe8,0,-0.285,12,1181.315,-60.895,0,0.008,806.952,0.57,0.444
Ti2I2N2,0.595,-1.169,6,377.557,-40.052,0.001,0.007,322.139,0,0.044
AgCuBr2,0,-0.32,4,331.222,-10.967,0,0.009,347.179,2.323,2.314
Zr2Br2Cl4,0.463,-1.586,8,484.056,-37.804,0,0.01,650.878,0,0
Cu2Cl2I4,0,-0.207,8,705.61,-18.494,0,0.01,860.474,0.334,0.31
Cu2Br2P4Se3,0,-0.148,11,647.708,-44.054,0,0.009,1590.175,0.98,0.96
W4N3,3.055,-0.103,7,777.381,-71.717,0.001,0.007,164.342,0,0
ZrBr2O,0,-2.085,4,267.031,-24.035,0,0.007,227.573,1.224,1.048
Sc8ClI6SSe4,5.082,-1.523,20,1504.468,-96.404,0,0.008,1167.847,0,0
AuTlI6,0,-0.139,8,1162.773,-15.611,0,0.009,963.048,0.844,0.622
InMnBr6,0,-0.77,8,649.18,-28.144,0,0.008,724.103,0.397,0.394
Ni2AsS2,1.936,-0.275,5,256.428,-28.687,0,0,385.475,0,0
CoRe2RhS8,0,-0.43,12,790.733,-76.482,0,0.009,700.587,0.31,0.29
AuCuClI,0,-0.225,4,422.867,-10.97,0,0.005,357.97,1.958,1.939
RuBrClO,1.109,-0.701,4,232.423,-20.762,0,0.009,247.162,0,0
Al2Ni2Se5,11.457,-0.513,9,566.205,-44,0,0.005,538.023,0,0
As4O6,0,-1.22,10,395.68,-61.599,0,0.008,1315.398,4.196,4.146
Ti4H2N3,4.347,-1.284,9,235.505,-70.025,0.002,0.005,190.784,0,0
Ta8BrC3Cl4NSe2Te,5.029,-0.842,20,2004.869,-150.281,0,0.009,839.934,0,0
AuHgBrCl3,0,-0.406,6,583.813,-13.389,0,0.009,546.034,0.12,0.128
TaVZrBr4S3,0,-1.099,10,738.909,-55.307,0,0.008,785.493,0.435,0.429
MoClO5Sb,0,-1.468,8,333.155,-54.761,0,0.009,532.895,2.365,2.36
Hf3N2S2,1.117,-1.606,7,627.604,-58.621,0.001,0.002,216.162,0,0
NbTaClIN2,1.476,-1.011,6,464.223,-46.176,0,0.007,300.952,0,0
Ag2As4Br2Se3,0,-0.167,11,912.144,-39.786,0,0.009,1856.963,1.47,1.437
Ga2Se2,0,-0.598,4,297.388,-15.163,0,0,265.053,1.657,1.644
Ge2Te2,0,-0.039,4,400.46,-15.598,0,0,316.674,0.881,0.815
Ag2As4Cl2Se3,0,-0.202,11,823.236,-40.575,0,0.008,1889.568,1.686,1.666
Hf3C2H2,1.271,-0.663,7,561.508,-52.25,0,0.004,212.614,0,0
Ta3C2S2,3.931,-0.817,7,630.986,-61.765,0,0.006,204.139,0,0
Ta4B3S2,2.366,-0.852,9,820.342,-75.205,0,0.003,234.116,0,0
Ba3Ni2Cl2O5,1.167,-1.85,12,680.263,-71.366,0,0.007,629.694,0,0.026
Ba3Mn2I2S5,2.032,-1.396,12,935.966,-65.024,0,0.009,911.962,0,0
Al2Co2Se5,3.775,-0.504,9,566.684,-45.888,0,0.005,515.082,0,0
Co2Ga2Te5,8.022,-0.19,9,895.312,-39.996,0,0.006,586.232,0,0
Ga2Ni2O5,1.016,-1.201,9,336.828,-56.73,0,0.005,352.18,0,0
Pt2Cl2,0,-0.338,4,461.068,-17.631,0,0,215.411,1.604,1.308
In8S12,0,-0.517,20,1303.264,-81.387,0,0.009,3035.306,1.704,1.703
Ta4Se6,0,-0.79,10,1197.618,-68.066,0,0.01,1168.918,0.033,0.045
Nb4Pd6Se10,0,-0.619,20,1799.855,-111.439,0,0.008,2234.221,0.07,0.064
Pt3P2S8,0,-0.346,13,903.68,-66.909,0,0.01,1764.034,2.201,1.888
Cr4O10,0,-1.626,14,367.974,-111.637,0,0.007,1152.971,0.501,0.5
Tl2Te5,0,-0.034,7,1046.76,-21.256,0,0.007,1283.699,0.628,0.604
Nb3Ni3Te14,4.106,-0.333,20,2241.199,-104.24,0,0.008,2737.43,0,0
Cd2I2,0,-0.456,4,478.637,-6.635,0,0.009,317.543,1.985,1.936
In2S2,0,-0.52,4,293.756,-15.762,0,0.01,726.667,1.979,1.973
Cu2Cl4,0,-0.506,6,268.892,-17.528,0,0.008,734.37,0.264,0.264
